seqNumber,docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,subsidiaryEdinetCode,currentReportReason,parentDocID,opeDateTime,withdrawalStatus,docInfoEditStatus,disclosureStatus,xbrlFlag,pdfFlag,attachDocFlag,englishDocFlag,csvFlag,legalStatus
110,S100ULJN,E32444,,4010001170135.0,マネックス・アセットマネジメント株式会社,G11745,30.0,04A001,40.0,,,2024-11-01 09:34,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100U2N2,,0,0,0,1,1,0,0,1,1
111,S100UM3G,E04339,93610.0,4230001010772.0,伏木海陸運送株式会社,,10.0,042100,135.0,,,2024-11-01 09:34,確認書,,,,,S100ULT4,,0,0,0,0,1,0,0,0,1
112,S100ULJO,E32444,,4010001170135.0,マネックス・アセットマネジメント株式会社,G11746,30.0,04A001,40.0,,,2024-11-01 09:34,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100U36U,,0,0,0,1,1,0,0,1,1
113,S100UKHX,E09096,,9010001125976.0,ブラックロック・ジャパン株式会社,G12690,30.0,04A000,30.0,,,2024-11-01 09:34,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
114,S100ULJP,E32444,,4010001170135.0,マネックス・アセットマネジメント株式会社,G11747,30.0,04A001,40.0,,,2024-11-01 09:35,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100U36V,,0,0,0,1,1,0,0,1,1
115,S100ULJQ,E32444,,4010001170135.0,マネックス・アセットマネジメント株式会社,G11748,30.0,04A001,40.0,,,2024-11-01 09:36,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100U36W,,0,0,0,1,1,0,0,1,1
116,S100ULUR,E01050,40800.0,2210001002377.0,株式会社田中化学研究所,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-01 09:37,半期報告書－第69期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
117,S100ULJR,E32444,,4010001170135.0,マネックス・アセットマネジメント株式会社,G11749,30.0,04A001,40.0,,,2024-11-01 09:37,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100U36X,,0,0,0,1,1,0,0,1,1
118,S100UKVQ,E06748,,2010001049257.0,大和アセットマネジメント株式会社,G11336,30.0,995000,180.0,,,2024-11-01 09:37,臨時報告書（内国特定有価証券）,,,,第29条第2項第4号,,,0,0,0,1,1,0,0,1,1
119,S100UKHY,E09096,,9010001125976.0,ブラックロック・ジャパン株式会社,G12690,30.0,07A000,120.0,2023-08-03,2024-08-02,2024-11-01 09:37,有価証券報告書（内国投資信託受益証券）－第7期(2023/08/03－2024/08/02),,,,,,,0,0,0,1,1,1,0,1,1
120,S100ULUU,E01050,40800.0,2210001002377.0,株式会社田中化学研究所,,10.0,042000,135.0,,,2024-11-01 09:38,確認書,,,,,,,0,0,0,0,1,0,0,0,1
121,S100ULJS,E32444,,4010001170135.0,マネックス・アセットマネジメント株式会社,G11750,30.0,04A001,40.0,,,2024-11-01 09:38,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100U36Y,,0,0,0,1,1,0,0,1,1
122,S100ULJT,E32444,,4010001170135.0,マネックス・アセットマネジメント株式会社,G11751,30.0,04A001,40.0,,,2024-11-01 09:38,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100U36Z,,0,0,0,1,1,0,0,1,1
123,S100UKKB,E06087,,,フィンランド地方金融公社,,20.0,090003,100.0,,,2024-11-01 09:38,発行登録追補書類,,,,,S100SLBS,,0,0,0,0,1,1,0,0,1
124,S100UM3F,E02803,74340.0,9180001029707.0,株式会社オータケ,,10.0,170000,220.0,,,2024-11-01 09:39,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
125,S100UM36,E37292,92140.0,3011101068278.0,Ｒｅｃｏｖｅｒｙ　Ｉｎｔｅｒｎａｔｉｏｎａｌ株式会社,,10.0,170000,220.0,,,2024-11-01 09:41,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
126,S100UK86,E09096,,9010001125976.0,ブラックロック・ジャパン株式会社,G12470,30.0,04A000,30.0,,,2024-11-01 09:43,有価証券届出書（内国投資信託受益証券）,,,,,,,0,0,0,1,1,1,0,1,1
127,S100UM2V,E31979,34650.0,3030001060211.0,ケイアイスター不動産株式会社,,60.0,010000,350.0,,,2024-11-01 09:43,大量保有報告書,E35234,,,,,,0,0,0,1,1,0,0,1,1
128,S100UK89,E09096,,9010001125976.0,ブラックロック・ジャパン株式会社,G12470,30.0,07A000,120.0,2023-08-03,2024-08-02,2024-11-01 09:47,有価証券報告書（内国投資信託受益証券）－第8期(2023/08/03－2024/08/02),,,,,,,0,0,0,1,1,1,0,1,1
129,S100ULJG,E35933,,5010001203678.0,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社,G15227,30.0,04A001,40.0,,,2024-11-01 09:50,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100TCIT,,0,0,0,1,1,1,0,1,1
130,S100ULJF,E35933,,5010001203678.0,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社,G15199,30.0,04A001,40.0,,,2024-11-01 09:51,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100T2U7,,0,0,0,1,1,1,0,1,1
131,S100ULJE,E35933,,5010001203678.0,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社,G15198,30.0,04A001,40.0,,,2024-11-01 09:51,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100T2U4,,0,0,0,1,1,1,0,1,1
132,S100ULJD,E35933,,5010001203678.0,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社,G14811,30.0,04A001,40.0,,,2024-11-01 09:52,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100TLSO,,0,0,0,1,1,1,0,1,1
133,S100ULJC,E35933,,5010001203678.0,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社,G14810,30.0,04A001,40.0,,,2024-11-01 09:53,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100TLSK,,0,0,0,1,1,1,0,1,1
134,S100UM1E,E37848,71100.0,6012401017913.0,株式会社クラシコム,,10.0,053000,180.0,,,2024-11-01 09:53,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0,1,1
135,S100ULJB,E35933,,5010001203678.0,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社,G14663,30.0,04A001,40.0,,,2024-11-01 09:54,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100TIVE,,0,0,0,1,1,1,0,1,1
136,S100ULJA,E35933,,5010001203678.0,Ｇｌｏｂａｌ　Ｘ　Ｊａｐａｎ株式会社,G14662,30.0,04A001,40.0,,,2024-11-01 09:55,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100TIV8,,0,0,0,1,1,1,0,1,1
137,S100UL9H,E26239,,,宮﨑　勝,,60.0,010002,350.0,,,2024-11-01 09:59,変更報告書,E05376,,,,,,0,0,0,1,1,1,0,1,1
138,S100ULZ9,E00466,28040.0,6010001034924.0,ブルドックソース株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-01 10:02,半期報告書－第100期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
139,S100ULY5,E30841,71720.0,7010401085533.0,株式会社ジャパンインベストメントアドバイザー,,10.0,053000,180.0,,,2024-11-01 10:03,臨時報告書,,,,第19条第2項第19号,,,0,0,0,1,1,0,0,1,1
140,S100ULPL,E02569,19480.0,3010001034778.0,株式会社弘電社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-01 10:05,半期報告書－第146期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
141,S100ULZF,E00466,28040.0,6010001034924.0,ブルドックソース株式会社,,10.0,042000,135.0,,,2024-11-01 10:05,確認書,,,,,,,0,0,0,0,1,0,0,0,1
142,S100ULZY,E02569,19480.0,3010001034778.0,株式会社弘電社,,10.0,042000,135.0,,,2024-11-01 10:05,確認書,,,,,,,0,0,0,0,1,0,0,0,1
143,S100UM49,E03386,27220.0,1180001029144.0,株式会社ＩＫホールディングス,,10.0,170000,220.0,,,2024-11-01 10:06,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
144,S100ULZG,E00466,28040.0,6010001034924.0,ブルドックソース株式会社,,10.0,053000,180.0,,,2024-11-01 10:06,臨時報告書,,,,"第19条第2項第12号,第19条第2項第19号",,,0,0,0,1,1,0,0,1,1
145,S100UM1R,E00728,94780.0,8011101028203.0,ＳＥホールディングス・アンド・インキュベーションズ株式会社,,10.0,170000,220.0,,,2024-11-01 10:07,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
146,S100UM3E,E36549,,,ＣＡＮＴＯＲ　ＦＩＴＺＧＥＲＡＬＤ　ＥＵＲＯＰＥ,,60.0,010002,350.0,,,2024-11-01 10:11,変更報告書,E05301,,,,,,0,0,0,1,1,1,0,1,1
147,S100ULYA,E00632,78970.0,5120101037593.0,ホクシン株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-01 10:12,半期報告書－第75期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
148,S100ULYT,E00632,78970.0,5120101037593.0,ホクシン株式会社,,10.0,042000,135.0,,,2024-11-01 10:14,確認書,,,,,,,0,0,0,0,1,0,0,0,1
149,S100UM4H,E02552,80120.0,4120001049021.0,長瀬産業株式会社,,10.0,170000,220.0,,,2024-11-01 10:22,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
150,S100UM4Q,E05727,21700.0,5010001068254.0,株式会社リンクアンドモチベーション,,10.0,170000,220.0,,,2024-11-01 10:22,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
151,S100UM4B,E03958,88640.0,8010801003218.0,空港施設株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-01 10:24,半期報告書－第56期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
152,S100UM4P,E03958,88640.0,8010801003218.0,空港施設株式会社,,10.0,042000,135.0,,,2024-11-01 10:25,確認書,,,,,,,0,0,0,0,1,0,0,0,1
153,S100ULPS,E06061,,,ウルグアイ東方共和国,,20.0,060000,80.0,,,2024-11-01 10:26,発行登録書,,,,,,,0,0,0,0,1,1,0,0,1
154,S100UM4S,E38766,,,平井　康博,,60.0,090001,360.0,,,2024-11-01 10:31,訂正報告書（大量保有報告書・変更報告書）,E35930,,,,S100UHJJ,,0,0,0,1,1,0,0,1,1
155,S100UM4W,E37790,50350.0,7010701008994.0,ＨＯＵＳＥＩ株式会社,,10.0,170000,220.0,,,2024-11-01 10:35,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
156,S100ULXZ,E03202,99500.0,4220001005352.0,株式会社ハチバン,,10.0,043A00,160.0,2024-03-21,2025-03-20,2024-11-01 10:41,半期報告書－第55期(2024/03/21－2025/03/20),,,,,,,0,0,0,1,1,0,0,1,1
157,S100ULY6,E03202,99500.0,4220001005352.0,株式会社ハチバン,,10.0,042000,135.0,,,2024-11-01 10:43,確認書,,,,,,,0,0,0,0,1,0,0,0,1
158,S100UM13,E33077,,,田邊　勝己,,60.0,010000,350.0,,,2024-11-01 10:56,大量保有報告書,E05630,,,,,,0,2,0,1,1,0,0,1,1
159,S100UM39,E02408,79490.0,9220001011932.0,小松ウオール工業株式会社,,10.0,170000,220.0,,,2024-11-01 11:01,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
160,S100UHQP,E33077,,,田邊　勝己,,60.0,090001,360.0,,,2024-11-01 11:01,訂正報告書（大量保有報告書・変更報告書）,E05630,,,,S100TBCC,,0,0,0,1,1,0,0,1,1
161,S100UM53,E02121,34410.0,3020001020348.0,株式会社山王,,10.0,053000,180.0,,,2024-11-01 11:02,臨時報告書,,,,第19条第2項第9号の2,,,0,0,0,1,1,0,0,1,1
162,S100UM3Z,E02199,64700.0,7180301018584.0,大豊工業株式会社,,10.0,170000,220.0,,,2024-11-01 11:03,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
163,S100UL01,E33077,,,田邊　勝己,,60.0,010002,350.0,,,2024-11-01 11:05,変更報告書,E05630,,,,,,0,0,0,1,1,0,0,1,1
164,S100UM58,E40203,,7010401052335.0,株式会社外為どっとコム,,40.0,020000,240.0,,,2024-11-01 11:09,公開買付届出書,,E03747,,,,,0,0,0,1,1,1,0,1,1
165,S100UM57,E26283,,3010003013854.0,合同会社トリコロール２,,60.0,090001,360.0,,,2024-11-01 11:15,訂正報告書（大量保有報告書・変更報告書）,E03740,,,,S100UD63,,0,0,0,1,1,0,0,1,1
166,S100UM1A,E01730,61610.0,3120001155365.0,株式会社エスティック,,10.0,043A00,160.0,2024-03-21,2025-03-20,2024-11-01 11:19,半期報告書－第32期(2024/03/21－2025/03/20),,,,,,,0,0,0,1,1,0,0,1,1
167,S100UM5F,E05609,24920.0,2010401041383.0,株式会社インフォマート,,10.0,053000,180.0,,,2024-11-01 11:22,臨時報告書,,,,第19条第2項第4号,,,0,0,0,1,1,0,0,1,1
168,S100UM4D,E27867,,6120001097729.0,株式会社ライラック,,60.0,090001,360.0,,,2024-11-01 11:23,訂正報告書（大量保有報告書・変更報告書）,E03294,,,,S100UH2D,,0,0,0,1,1,0,0,1,1
169,S100ULXC,E00922,45060.0,3120001077477.0,住友ファーマ株式会社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-01 11:26,半期報告書－第205期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
170,S100UM1U,E01730,61610.0,3120001155365.0,株式会社エスティック,,10.0,042000,135.0,,,2024-11-01 11:28,確認書,,,,,,,0,0,0,0,1,0,0,0,1
171,S100ULXV,E00922,45060.0,3120001077477.0,住友ファーマ株式会社,,10.0,042000,135.0,,,2024-11-01 11:30,確認書,,,,,,,0,0,0,0,1,0,0,0,1
172,S100UM5P,E03747,87320.0,2010401057917.0,株式会社マネーパートナーズグループ,,40.0,040000,290.0,,,2024-11-01 11:39,意見表明報告書,,E40203,,,S100UM58,,0,0,0,1,1,0,0,1,1
173,S100UL46,E40185,,,Ａｔｏｍ　Ｉｎｖｅｓｔｍｅｎｔ，　Ｌ．Ｐ．,,60.0,010000,350.0,,,2024-11-01 11:39,大量保有報告書,E39892,,,,,,0,0,0,1,1,1,0,1,1
174,S100UM5Q,E04710,46800.0,7120101008007.0,株式会社ラウンドワン,,10.0,053000,180.0,,,2024-11-01 11:41,臨時報告書,,,,第19条第2項第2号の2,,,0,0,0,1,1,0,0,1,1
175,S100ULVE,E04217,90400.0,2180001037542.0,大宝運輸株式会社,,10.0,043A00,160.0,2024-03-21,2024-09-20,2024-11-01 11:43,半期報告書－第74期(2024/03/21－2024/09/20),,,,,,,0,2,0,1,1,0,0,1,1
176,S100ULVG,E04217,90400.0,2180001037542.0,大宝運輸株式会社,,10.0,042000,135.0,,,2024-11-01 11:44,確認書,,,,,,,0,0,0,0,1,0,0,0,1
177,S100ULWO,E38766,,,平井　康博,,60.0,090001,360.0,,,2024-11-01 11:45,訂正報告書（大量保有報告書・変更報告書）,E35930,,,,S100UGUL,,0,0,0,1,1,0,0,1,1
178,S100UM5N,E01644,72550.0,9080401001936.0,株式会社　桜井製作所,,10.0,170000,220.0,,,2024-11-01 11:53,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
179,S100UM5Y,E03810,,6010001074037.0,野村證券株式会社,,60.0,010002,350.0,,,2024-11-01 11:56,変更報告書,E01190,,,,S100SXS7,,0,0,0,1,1,1,0,1,1
180,S100UM5Z,E38766,,,平井　康博,,60.0,010002,350.0,,,2024-11-01 12:15,変更報告書,E35930,,,,,,0,0,0,1,1,0,0,1,1
181,S100ULWW,E30841,71720.0,7010401085533.0,株式会社ジャパンインベストメントアドバイザー,,10.0,113001,90.0,,,2024-11-01 12:40,訂正発行登録書,,,,,S100UEBY,,0,0,0,0,1,0,0,0,1
182,S100UM6A,E32766,39700.0,5011001035806.0,株式会社イノベーション,,10.0,170000,220.0,,,2024-11-01 12:51,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
183,S100UM4E,E11943,,,Ｅｖｏ　Ｆｕｎｄ,,60.0,020002,350.0,,,2024-11-01 12:51,変更報告書（短期大量譲渡）,E35238,,,,S100RZMQ,,0,0,0,1,1,1,0,1,1
184,S100UM65,E38766,,,平井　康博,,60.0,010002,350.0,,,2024-11-01 12:56,変更報告書,E35930,,,,,,0,0,0,1,1,0,0,1,1
185,S100UM6C,E01999,68660.0,6100001010247.0,日置電機株式会社,,10.0,170000,220.0,,,2024-11-01 13:01,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
186,S100UM6B,E37052,,,鈴木　規之,,60.0,090001,360.0,,,2024-11-01 13:02,訂正報告書（大量保有報告書・変更報告書）,E36860,,,,S100ULV9,,0,0,0,1,1,1,0,1,1
187,S100UM5I,E04247,93630.0,4120001044831.0,株式会社大運,,10.0,170000,220.0,,,2024-11-01 13:03,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
188,S100UM4T,E01413,59300.0,3010001088907.0,文化シヤッター株式会社,,10.0,053000,180.0,,,2024-11-01 13:06,臨時報告書,,,,第19条第2項第4号,,,0,0,0,1,1,0,0,1,1
189,S100UM4Z,E04215,90510.0,3370801000134.0,センコン物流株式会社,,10.0,170000,220.0,,,2024-11-01 13:07,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
190,S100UM6E,E01739,65030.0,4010001008772.0,三菱電機株式会社,,60.0,010002,350.0,,,2024-11-01 13:13,変更報告書,E33583,,,,S100UHQ1,,0,0,0,1,1,0,0,1,1
191,S100ULI7,E35470,70870.0,3120001157048.0,株式会社ウイルテック,,10.0,170000,220.0,,,2024-11-01 13:22,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
192,S100UM6H,E02760,99320.0,9120001044397.0,杉本商事株式会社,,10.0,170000,220.0,,,2024-11-01 13:22,自己株券買付状況報告書（法２４条の６第１項に基づくもの）,,,,,,,0,0,0,1,1,0,0,1,1
193,S100ULWK,E34336,92790.0,3012301007868.0,株式会社ギフトホールディングス,,10.0,053000,180.0,,,2024-11-01 13:24,臨時報告書,,,,第19条第2項第3号,,,0,0,0,1,1,0,0,1,1
194,S100UM2U,E01775,67550.0,6020001066941.0,株式会社富士通ゼネラル,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-01 13:25,半期報告書－第106期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
195,S100UM2T,E01775,67550.0,6020001066941.0,株式会社富士通ゼネラル,,10.0,042000,135.0,,,2024-11-01 13:26,確認書,,,,,,,0,0,0,0,1,0,0,0,1
196,S100ULUT,E01268,56020.0,1120001048991.0,株式会社栗本鐵工所,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-01 13:43,半期報告書－第129期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
197,S100UM6O,E15786,,2120001113885.0,株式会社パリミキアセットマネジメント,G09206,30.0,04A001,40.0,,,2024-11-01 13:44,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100TGOT,,0,0,0,1,1,1,0,1,1
198,S100UM5J,E02960,27760.0,7010601010274.0,新都ホールディングス株式会社,,10.0,022001,40.0,,,2024-11-01 13:44,訂正有価証券届出書（組込方式）,,,,,S100ULPU,,0,0,0,1,1,0,0,1,1
199,S100ULUX,E01268,56020.0,1120001048991.0,株式会社栗本鐵工所,,10.0,042000,135.0,,,2024-11-01 13:44,確認書,,,,,,,0,0,0,0,1,0,0,0,1
200,S100UM6P,E15786,,2120001113885.0,株式会社パリミキアセットマネジメント,G06756,30.0,04A001,40.0,,,2024-11-01 13:45,訂正有価証券届出書（内国投資信託受益証券）,,,,,S100TJNY,,0,0,0,1,1,1,0,1,1
201,S100UM6L,E37837,,,林　博文,,60.0,010002,350.0,,,2024-11-01 13:50,変更報告書,E37779,,,,,,0,0,0,1,1,1,0,1,1
202,S100UM2N,E34837,,6010001167617.0,株式会社ＪＥＲＡ,,10.0,110000,80.0,,,2024-11-01 13:53,発行登録書（株券､社債券等）,,,,,,,0,0,0,1,1,1,0,1,1
203,S100ULUE,E11943,,,Ｅｖｏ　Ｆｕｎｄ,,60.0,010002,350.0,,,2024-11-01 13:53,変更報告書,E02978,,,,S100UL5S,,0,0,0,1,1,1,0,1,1
204,S100ULOM,E02770,99620.0,6010601006372.0,株式会社　ミスミグループ本社,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-01 14:00,半期報告書－第63期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
205,S100UM6Y,E38192,93380.0,5011001107217.0,株式会社ＩＮＦＯＲＩＣＨ,,10.0,053000,180.0,,,2024-11-01 14:03,臨時報告書,,,,"第19条第2項第3号,第19条第2項第8号の2",,,0,0,0,1,1,0,0,1,1
206,S100ULOP,E02770,99620.0,6010601006372.0,株式会社　ミスミグループ本社,,10.0,042000,135.0,,,2024-11-01 14:05,確認書,,,,,,,0,0,0,0,1,0,0,0,1
207,S100ULEX,E05694,38500.0,7010401040174.0,株式会社エヌ・ティ・ティ・データ・イントラマート,,10.0,043A00,160.0,2024-04-01,2025-03-31,2024-11-01 14:08,半期報告書－第26期(2024/04/01－2025/03/31),,,,,,,0,0,0,1,1,0,0,1,1
208,S100ULES,E05694,38500.0,7010401040174.0,株式会社エヌ・ティ・ティ・データ・イントラマート,,10.0,042000,135.0,,,2024-11-01 14:08,確認書,,,,,,,0,0,0,0,1,0,0,0,1
209,S100UM6Z,E02664,81410.0,3010701019351.0,新光商事株式会社,,50.0,020000,240.0,,,2024-11-01 14:09,公開買付届出書,,E02664,,,,,0,0,0,1,1,1,0,1,1
